Date,HomeTeam,AwayTeam,B365H,B365D,B365A,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA,HTHG,HTAG,HTR,HF,AF,HY,AY,HR,AR,Time,FTR,Season
2024-04-13,Torino,Juventus,3.75,3.0,2.2,2.63,1.5,0.25,2.0,1.9,0,0,D,18,11,3,2,1,0,17:00,D,2023/2024
2024-04-13,Bologna,Monza,1.55,4.0,6.5,2.04,1.86,-1.0,1.98,1.92,0,0,D,13,19,4,4,0,0,19:45,D,2023/2024
2024-04-14,Napoli,Frosinone,1.33,5.5,8.0,1.53,2.5,-1.5,1.99,1.91,1,0,H,11,14,3,1,1,0,11:30,D,2023/2024
2024-04-14,Sassuolo,Milan,4.5,3.8,1.75,1.67,2.2,0.75,1.9,2.0,2,1,H,12,9,3,1,0,0,14:00,D,2023/2024
2024-04-14,Inter,Cagliari,1.18,8.0,12.0,1.44,2.75,-2.0,1.91,1.99,1,0,H,5,10,0,2,0,0,19:45,D,2023/2024
2024-04-15,Fiorentina,Genoa,1.85,3.5,4.33,2.1,1.73,-0.5,1.9,2.0,0,1,A,8,19,1,2,0,0,17:30,D,2023/2024
2024-04-15,Atalanta,Verona,1.45,4.5,7.0,1.73,2.1,-1.25,2.05,1.85,2,0,H,6,10,0,2,0,0,19:45,D,2023/2024
2024-04-19,Genoa,Lazio,3.1,3.1,2.45,2.38,1.57,0.25,1.81,2.09,0,0,D,7,13,1,2,0,0,17:30,A,2023/2024
2024-04-19,Cagliari,Juventus,5.0,3.5,1.75,2.2,1.67,0.75,1.85,2.05,2,0,H,16,15,2,3,0,0,19:45,D,2023/2024
2024-04-20,Empoli,Napoli,4.75,4.0,1.7,1.73,2.1,0.75,2.0,1.9,1,0,H,14,12,2,2,0,0,17:00,H,2023/2024
2024-04-20,Verona,Udinese,2.55,3.1,3.0,2.2,1.67,0.0,1.81,2.09,0,0,D,18,12,2,2,0,0,19:45,H,2023/2024
2024-04-21,Sassuolo,Lecce,2.3,3.3,3.2,2.0,1.9,-0.25,2.01,1.89,0,2,A,10,13,1,0,0,0,11:30,A,2023/2024
2024-04-21,Torino,Frosinone,1.67,3.8,5.25,2.0,1.9,-0.75,1.87,2.03,0,0,D,10,17,2,2,0,0,14:00,D,2023/2024
2024-04-21,Salernitana,Fiorentina,5.0,4.0,1.67,1.8,2.0,0.75,2.01,1.89,0,0,D,13,11,2,4,0,0,17:00,A,2023/2024
2024-04-21,Monza,Atalanta,4.0,3.8,1.85,1.89,2.01,0.5,1.99,1.91,0,1,A,8,13,3,2,0,0,19:45,A,2023/2024
2024-04-22,Roma,Bologna,2.4,3.1,3.2,2.38,1.57,-0.25,2.05,1.85,0,2,A,8,12,5,2,0,0,17:30,A,2023/2024
2024-04-22,Milan,Inter,3.75,3.6,2.0,1.73,2.1,0.5,1.91,1.99,0,1,A,19,10,3,2,2,1,19:45,A,2023/2024
2024-04-25,Udinese,Roma,3.3,3.4,2.15,2.1,1.73,0.25,1.95,1.95,1,0,H,15,10,3,2,0,0,19:00,A,2023/2024
2024-04-26,Frosinone,Salernitana,1.4,4.75,7.5,1.57,2.38,-1.25,1.93,2.0,2,0,H,13,10,2,2,0,0,19:45,H,2023/2024
2024-04-27,Lecce,Monza,2.0,3.25,4.0,2.2,1.67,-0.5,2.08,1.85,0,0,D,13,18,2,3,0,0,14:00,D,2023/2024
2024-04-27,Juventus,Milan,2.1,3.3,3.6,2.04,1.86,-0.25,1.84,2.09,0,0,D,10,4,0,1,0,0,17:00,D,2023/2024
2024-04-27,Lazio,Verona,1.62,3.8,6.0,2.1,1.73,-0.75,1.82,2.08,0,0,D,13,18,4,4,0,0,19:45,H,2023/2024
2024-04-28,Inter,Torino,1.53,3.8,7.0,2.0,1.8,-1.0,1.98,1.95,0,0,D,6,8,0,0,0,1,11:30,H,2023/2024
2024-04-28,Bologna,Udinese,1.6,3.8,6.0,2.1,1.73,-0.75,1.75,2.05,0,1,A,11,21,3,7,1,0,14:00,D,2023/2024
2024-04-28,Atalanta,Empoli,1.44,4.5,7.5,1.73,2.1,-1.25,2.03,1.9,1,0,H,19,14,1,2,0,0,17:00,H,2023/2024
2024-04-28,Napoli,Roma,1.95,3.6,4.0,1.92,1.98,-0.5,2.0,1.93,0,0,D,11,5,2,0,0,0,17:00,D,2023/2024
2024-04-28,Fiorentina,Sassuolo,1.7,3.8,5.0,1.73,2.1,-0.75,1.93,2.0,1,0,H,9,9,2,2,0,0,19:45,H,2023/2024
2024-04-29,Genoa,Cagliari,2.25,3.1,3.5,2.3,1.62,-0.25,1.95,1.95,2,0,H,12,14,0,2,0,0,19:45,H,2023/2024
2024-05-03,Torino,Bologna,2.88,2.8,2.88,2.75,1.44,0.0,1.95,1.98,0,0,D,14,11,2,2,0,0,19:45,D,2023/2024
2024-05-04,Monza,Lazio,4.33,3.75,1.83,2.04,1.86,0.5,2.07,1.86,0,1,A,8,13,1,7,0,0,17:00,D,2023/2024
2024-05-04,Sassuolo,Inter,6.0,4.5,1.5,1.53,2.5,1.25,1.85,2.08,1,0,H,10,10,1,1,0,0,19:45,H,2023/2024
2024-05-05,Cagliari,Lecce,2.15,3.2,3.75,2.2,1.67,-0.25,1.88,2.05,1,0,H,9,15,4,4,1,0,11:30,D,2023/2024
2024-05-05,Empoli,Frosinone,2.38,3.3,3.1,1.95,1.95,-0.25,2.08,1.85,0,0,D,15,11,2,3,0,0,14:00,D,2023/2024
2024-05-05,Verona,Fiorentina,3.1,3.3,2.3,2.1,1.73,0.25,1.86,2.07,1,1,D,12,11,2,1,0,0,14:00,H,2023/2024
2024-05-05,Milan,Genoa,1.45,4.5,6.5,1.73,2.1,-1.25,2.09,1.84,1,1,D,8,10,1,1,0,0,17:00,D,2023/2024
2024-05-05,Roma,Juventus,2.88,3.1,2.7,2.38,1.57,0.0,2.03,1.9,1,1,D,7,11,1,2,0,0,19:45,D,2023/2024
2024-05-06,Salernitana,Atalanta,7.5,5.5,1.36,1.53,2.5,1.5,1.9,2.03,1,0,H,12,10,1,0,0,0,17:00,A,2023/2024
2024-05-06,Udinese,Napoli,3.75,3.6,1.95,1.88,2.02,0.5,1.9,2.03,0,0,D,13,10,0,0,0,0,19:45,D,2023/2024
2024-05-10,Frosinone,Inter,4.5,4.0,1.73,1.73,2.1,0.75,1.92,1.98,0,1,A,4,8,0,0,0,0,19:45,A,2023/2024
2024-05-11,Napoli,Bologna,2.1,3.4,3.5,1.99,1.91,-0.25,1.86,2.04,0,2,A,15,12,2,1,0,0,17:00,A,2023/2024
2024-05-11,Milan,Cagliari,1.4,5.25,6.5,1.57,2.38,-1.25,1.95,1.95,1,0,H,11,9,2,1,0,0,19:45,H,2023/2024
2024-05-12,Lazio,Empoli,1.57,4.0,5.75,2.01,1.89,-1.0,2.07,1.83,1,0,H,18,15,3,1,0,0,11:30,H,2023/2024
2024-05-12,Genoa,Sassuolo,2.2,3.5,3.2,1.93,1.97,-0.25,1.95,1.95,0,1,A,13,10,1,2,0,0,14:00,H,2023/2024
2024-05-12,Verona,Torino,3.0,3.0,2.55,2.5,1.53,0.0,2.1,1.8,0,0,D,19,15,3,2,1,0,14:00,A,2023/2024
2024-05-12,Juventus,Salernitana,1.14,8.5,17.0,1.5,2.63,-2.25,2.02,1.88,0,1,A,15,12,2,5,0,0,17:00,D,2023/2024
2024-05-12,Atalanta,Roma,2.0,3.6,3.6,1.88,2.02,-0.5,2.02,1.88,2,0,H,11,11,1,1,0,0,19:45,H,2023/2024
2024-05-13,Lecce,Udinese,2.63,3.1,2.8,2.3,1.62,0.0,1.86,2.04,0,1,A,12,11,2,1,0,0,17:30,A,2023/2024
2024-05-13,Fiorentina,Monza,1.55,4.2,5.75,1.73,2.1,-1.0,1.97,1.93,1,1,D,9,14,1,1,0,0,19:45,H,2023/2024
2024-05-17,Fiorentina,Napoli,2.25,3.4,3.1,1.73,2.1,-0.25,2.02,1.88,2,1,H,16,14,1,2,0,0,19:45,D,2023/2024
2024-05-18,Lecce,Atalanta,4.5,3.8,1.75,1.91,1.99,0.75,1.88,2.02,0,0,D,7,20,0,4,0,0,17:00,A,2023/2024
2024-05-18,Torino,Milan,2.8,3.2,2.6,2.1,1.73,0.0,2.02,1.88,2,0,H,15,14,1,1,0,0,19:45,H,2023/2024
2024-05-19,Sassuolo,Cagliari,2.35,3.3,3.1,1.84,2.06,-0.25,2.05,1.85,0,0,D,14,9,4,2,1,0,11:30,A,2023/2024
2024-05-19,Monza,Frosinone,3.0,3.4,2.3,1.73,2.1,0.25,1.85,2.05,0,1,A,14,13,1,2,0,0,14:00,A,2023/2024
2024-05-19,Udinese,Empoli,2.0,3.4,3.8,2.2,1.67,-0.5,2.04,1.86,0,0,D,14,18,1,7,0,1,14:00,D,2023/2024
2024-05-19,Inter,Lazio,1.62,4.0,5.0,1.73,2.1,-0.75,1.85,2.05,0,1,A,10,15,0,1,0,0,17:00,D,2023/2024
2024-05-19,Roma,Genoa,1.48,4.2,7.0,1.8,2.0,-1.0,1.83,2.07,0,0,D,10,10,3,0,1,0,19:45,H,2023/2024
2024-05-20,Salernitana,Verona,5.0,3.8,1.7,1.91,1.99,0.75,1.98,1.92,0,2,A,14,19,3,2,0,0,17:30,A,2023/2024
2024-05-20,Bologna,Juventus,2.45,3.1,3.1,2.3,1.62,-0.25,2.1,1.8,2,0,H,8,21,1,5,0,0,19:45,D,2023/2024
2024-05-23,Cagliari,Fiorentina,4.2,3.75,1.8,1.73,2.1,0.5,2.08,1.85,0,1,A,13,14,2,4,0,0,19:45,A,2023/2024
2024-05-24,Genoa,Bologna,3.4,3.4,2.15,2.2,1.67,0.25,2.02,1.88,1,0,H,11,11,1,2,0,0,19:45,H,2023/2024
2024-05-25,Juventus,Monza,1.33,5.5,8.5,1.62,2.3,-1.5,1.97,1.93,2,0,H,15,13,1,3,0,1,17:00,H,2023/2024
2024-05-25,Milan,Salernitana,1.18,8.0,12.0,1.25,4.0,-2.25,1.98,1.92,2,0,H,6,9,0,1,0,0,19:45,D,2023/2024
2024-05-26,Atalanta,Torino,3.3,3.5,2.1,1.95,1.95,0.25,2.04,1.86,2,0,H,18,10,1,1,0,0,17:00,H,2023/2024
2024-05-26,Napoli,Lecce,1.42,5.0,6.25,1.57,2.38,-1.25,1.95,1.95,0,0,D,10,17,0,0,0,0,17:00,D,2023/2024
2024-05-26,Empoli,Roma,1.95,3.6,3.6,1.88,2.02,-0.5,2.0,1.9,1,1,D,18,12,4,1,0,0,19:45,H,2023/2024
2024-05-26,Frosinone,Udinese,2.38,3.25,3.0,1.99,1.91,-0.25,2.08,1.82,0,0,D,6,13,0,2,0,0,19:45,A,2023/2024
2024-05-26,Lazio,Sassuolo,1.36,5.25,7.5,1.5,2.63,-1.5,2.01,1.89,0,0,D,15,11,3,1,0,0,19:45,D,2023/2024
2024-05-26,Verona,Inter,5.5,4.0,1.53,1.62,2.3,1.0,1.98,1.92,2,2,D,17,8,1,1,0,0,19:45,D,2023/2024
2024-06-02,Atalanta,Fiorentina,1.48,4.75,6.0,1.53,2.5,-1.25,2.05,1.85,2,3,A,5,9,0,2,0,0,17:00,A,2023/2024
